id,title,category,score,num_comments,author,time,engagement,is_popular
47593422,"Show HN: 1-Bit Bonsai, the First Commercially Viable 1-Bit LLMs",technology,425,151,PrismML,2026-04-05 17:20,0.3544600938967136,True
47617217,Show HN: I tested 15 free AI models at building real software on a $25/year VPS,technology,36,6,j0rg3,2026-04-05 17:20,0.16216216216216217,False
47632750,Show HN: TinyOS – A minimalist RTOS for Cortex-M written in C,entertainment,100,43,hpscript,2026-04-05 17:20,0.42574257425742573,False
47636820,Show HN: Web Push Notifications for Hacker News,entertainment,5,1,kinlan,2026-04-05 17:20,0.16666666666666666,False
47629608,Tech Companies Are Trying to Neuter Colorado's Landmark Right-to-Repair Law,technology,50,10,liz_ifixit,2026-04-05 17:20,0.19607843137254902,False
47634328,Show HN: DotReader – connects ideas across your books automatically,entertainment,5,2,efecerre,2026-04-05 17:20,0.3333333333333333,False
47618221,The Australian government has announced gambling advertising reforms,worldnews,133,101,gostsamo,2026-04-05 17:20,0.753731343283582,False
47631011,PIGuard: Prompt Injection Guardrail via Mitigating Overdefense for Free,technology,15,5,mettamage,2026-04-05 17:20,0.3125,False
47588349,GitHub Monaspace Case Study,science,146,50,homebrewer,2026-04-05 17:20,0.3401360544217687,False
47618247,Show HN: SyNumpy – a Header only C++17 library for working with NumPy Arrays,entertainment,21,4,symisc_devel,2026-04-05 17:20,0.18181818181818182,False
47634240,OpenAI Cap Table leak reveals Microsoft's 18x return,technology,30,4,diehunde,2026-04-05 17:21,0.12903225806451613,False
47633715,Kids groups say they didn't know OpenAI was behind their child safety coalition,technology,35,8,heavyset_go,2026-04-05 17:21,0.2222222222222222,False
47633734,ENiGMA½ BBS Software,technology,10,1,NuSkooler,2026-04-05 17:21,0.09090909090909091,False
47639224,Intelligence Cannot Be Trained?,technology,7,7,hyperzzw,2026-04-05 17:21,0.875,False
47607394,SolveSpace (open source 2D/3D CAD) working on Windows 2000 (2025),science,40,6,ruevs,2026-04-05 17:21,0.14634146341463414,False
47587866,Microsoft: Copilot is for entertainment purposes only,technology,579,200,lpcvoid,2026-04-05 17:21,0.3448275862068966,True
47623053,"Show HN: Minimal Brain Teaser Web Game (Handcrafted, No AI)",technology,25,14,arttaboi,2026-04-05 17:21,0.5384615384615384,False
